Actual,Predicted
5.546816838060171229e-01,6.520075798034667969e-01
5.949758895832499839e-01,6.136580705642700195e-01
5.989546489393577922e-01,5.594412684440612793e-01
3.977122133702382101e-01,5.056654214859008789e-01
4.489078490913418484e-01,4.085547327995300293e-01
4.278556402311886053e-01,3.914886415004730225e-01
4.088545930266684891e-01,3.938996493816375732e-01
4.417071596044719328e-01,3.987989127635955811e-01
4.365977900586619498e-01,4.454119801521301270e-01
3.694438695288200236e-01,4.624469876289367676e-01
4.632474460875020128e-01,4.517900645732879639e-01
5.183662373848925142e-01,4.693114757537841797e-01
5.565536777266704149e-01,5.095705986022949219e-01
5.074833420342947932e-01,5.229479074478149414e-01
4.174361097124354991e-01,4.993258118629455566e-01
4.230428241777595133e-01,4.677919149398803711e-01
4.285259746879241938e-01,4.408639669418334961e-01
4.649032030866271370e-01,4.352725446224212646e-01
4.255449942697215882e-01,4.486876428127288818e-01
4.072173706208159771e-01,4.537516534328460693e-01
4.456766516639429909e-01,4.623626172542572021e-01
4.242105035540082447e-01,4.772089719772338867e-01
6.735038721854444965e-01,5.023794770240783691e-01
5.747484701237799420e-01,6.142995357513427734e-01
6.098251878944394022e-01,6.378664970397949219e-01
5.966440029778912191e-01,6.364488601684570312e-01
4.879571480203508393e-01,5.661340951919555664e-01
3.809445846552104165e-01,4.550769925117492676e-01
3.919664894553611667e-01,3.830592632293701172e-01
3.526638844182765631e-01,3.572351038455963135e-01
3.936037118612127905e-01,3.474526703357696533e-01
3.574272748896416552e-01,3.687704205513000488e-01
3.671394017651108399e-01,3.842448890209197998e-01
4.172106054942710252e-01,4.110538363456726074e-01
4.794065223233729967e-01,4.498903453350067139e-01
4.550644231571210341e-01,4.857396781444549561e-01
4.605043262829799922e-01,4.919132292270660400e-01
4.858133133983484342e-01,4.752064943313598633e-01
4.027999592238948878e-01,4.569816589355468750e-01
3.510884439900037179e-01,4.209149479866027832e-01
3.823408573485029827e-01,3.900931179523468018e-01
3.789181357906086234e-01,3.859161436557769775e-01
4.200556655617990742e-01,3.979475796222686768e-01
4.240344249179073266e-01,4.355171918869018555e-01
4.025929895990039142e-01,4.541094303131103516e-01
3.942524226257959619e-01,4.970987439155578613e-01
5.376391252907612994e-01,5.326538085937500000e-01
5.658580435501159300e-01,6.051532030105590820e-01
5.277632761747073076e-01,6.521610021591186523e-01
6.213011902297980171e-01,6.034228801727294922e-01
5.084193389946216612e-01,5.502944588661193848e-01
3.839255650734125780e-01,4.597523510456085205e-01
4.404375399652167289e-01,3.812774717807769775e-01
3.934770588071754283e-01,3.799656629562377930e-01
4.331658012041303962e-01,3.947684168815612793e-01
4.719092793441221900e-01,4.157422780990600586e-01
4.391370293371719136e-01,4.630348682403564453e-01
3.636981456139429802e-01,4.726718366146087646e-01
3.654681992715902439e-01,4.591874480247497559e-01
4.986145391527836424e-01,4.494174420833587646e-01
5.219866612710406528e-01,4.751690030097961426e-01
5.502735397057323397e-01,4.876275658607482910e-01
3.791559964042887643e-01,5.008269548416137695e-01
3.902798414674455429e-01,4.527146220207214355e-01
3.989632984162190255e-01,4.271442890167236328e-01
3.982188255863881032e-01,4.147908985614776611e-01
4.636984545238305166e-01,4.143521189689636230e-01
4.043970233443201501e-01,4.431126117706298828e-01
4.139299824848095000e-01,4.693151712417602539e-01
4.420438713822787413e-01,4.847432076930999756e-01
6.229260562401344181e-01,5.270368456840515137e-01
5.626422916171125443e-01,6.262568235397338867e-01
6.106221754052127970e-01,6.408780813217163086e-01
6.316990970563978181e-01,6.304870843887329102e-01
5.598559244282852454e-01,5.937098860740661621e-01
3.873606430268230483e-01,5.127450227737426758e-01
2.014246924029792218e-01,4.183681607246398926e-01
1.619089395432462553e-01,3.115654885768890381e-01
1.208146571563610827e-01,2.486280351877212524e-01
1.444462635804510953e-01,1.982608437538146973e-01
8.161399238228250752e-02,1.735219955444335938e-01
1.614764657001903636e-01,1.521352678537368774e-01
5.362675653885018434e-02,1.883941590785980225e-01
2.480793527720028813e-01,1.927276104688644409e-01
1.816359249843229051e-01,2.581464052200317383e-01
1.470812649242092540e-01,2.354830950498580933e-01
4.616349364726834992e-02,1.691033840179443359e-01
1.027001813301042787e-01,9.582322835922241211e-02
1.467105730587330292e-01,8.984395861625671387e-02
6.882821212224143892e-02,1.054565235972404480e-01
7.454922324608670436e-02,1.051792502403259277e-01
1.020298468733686903e-01,1.096203103661537170e-01
1.502877495605758895e-01,1.283510625362396240e-01
1.549183087801457859e-01,1.838889122009277344e-01
2.663977091242717421e-01,2.524787783622741699e-01
2.976655679771655905e-01,3.323927223682403564e-01
2.867023560557151463e-01,3.730066120624542236e-01
2.457563504150201972e-01,3.508326709270477295e-01
2.949286263704014033e-01,3.028476238250732422e-01
7.274827859964982935e-02,2.949991226196289062e-01
1.383854515799196605e-01,2.089188396930694580e-01
7.712862081002347381e-02,1.942680180072784424e-01
1.256460078030636751e-01,1.647164076566696167e-01
1.655231852316361163e-01,1.613290458917617798e-01
1.282532072569111392e-01,1.954777687788009644e-01
1.198848383937920481e-01,2.200825363397598267e-01
1.287289284842723092e-01,2.305427640676498413e-01
2.329798374516172110e-01,2.210006266832351685e-01
2.874962544676091802e-01,2.413316369056701660e-01
2.325751654984729022e-01,2.575548887252807617e-01
1.017240260843510491e-01,2.402773499488830566e-01
1.126161887315850763e-01,1.826168000698089600e-01
8.694577704737760371e-02,1.571336835622787476e-01
7.441330289541259191e-02,1.430069208145141602e-01
3.018049604749828418e-02,1.273241341114044189e-01
1.032407736339235882e-01,1.187807396054267883e-01
6.829070891730149029e-02,1.586902439594268799e-01
1.239500925185113012e-01,1.809270828962326050e-01
2.423274506593684485e-01,2.104363441467285156e-01
2.209755992079549536e-01,2.720710933208465576e-01
1.832391673025060008e-01,2.778452932834625244e-01
2.482646987047409937e-01,2.253857403993606567e-01
1.962535408795900160e-01,2.229216992855072021e-01
1.465283162248738336e-01,2.108669430017471313e-01
4.177048613149056955e-01,1.982585340738296509e-01
3.998467806956034210e-01,2.988383173942565918e-01
4.620334302280681982e-01,3.679957985877990723e-01
4.086198215118668209e-01,4.338538646697998047e-01
4.225671029503983434e-01,4.583721160888671875e-01
4.337403735956182338e-01,4.791198074817657471e-01
3.890936274979224230e-01,4.867179691791534424e-01
4.866103009091218290e-01,4.675689339637756348e-01
5.070972046744244288e-01,4.938565790653228760e-01
4.556482628452456218e-01,4.876694083213806152e-01
4.744361622271164869e-01,4.772285223007202148e-01
4.142141795816747241e-01,4.787598550319671631e-01
4.008074904469616229e-01,4.585089087486267090e-01
4.855630963891521823e-01,4.474321603775024414e-01
3.674235988619760640e-01,4.849004149436950684e-01
4.651997565790084721e-01,4.787972867488861084e-01
4.384049129028571024e-01,5.134045481681823730e-01
4.496615892178095208e-01,5.367974638938903809e-01
5.574371600060548104e-01,5.646899342536926270e-01
5.660155875929433478e-01,5.992015600204467773e-01
5.512188039626959579e-01,6.037423610687255859e-01
6.008791575409535568e-01,5.698625445365905762e-01
5.784677451740551923e-01,5.320536494255065918e-01
3.875521671573185500e-01,5.034626722335815430e-01
3.892542606396287574e-01,4.233012199401855469e-01
4.077054482436928140e-01,3.810587525367736816e-01
3.959390706137111415e-01,3.847035765647888184e-01
4.616998075491398623e-01,3.906822204589843750e-01
4.382164778712400732e-01,4.335250854492187500e-01
4.381361613003869060e-01,4.591215848922729492e-01
4.169264083974062451e-01,4.576603174209594727e-01
4.749242398499933238e-01,4.676689207553863525e-01
5.313651654675815017e-01,4.811496734619140625e-01
4.277845909569717442e-01,4.927016496658325195e-01
4.147084354023085062e-01,4.606149494647979736e-01
3.781520392686248400e-01,4.440787136554718018e-01
3.752977119044600407e-01,4.197989702224731445e-01
3.910799180770978545e-01,4.055173993110656738e-01
4.051445852730299890e-01,4.116239547729492188e-01
4.073872710591595059e-01,4.206150472164154053e-01
4.375492325133834015e-01,4.653275907039642334e-01
4.018083584837466304e-01,5.095480680465698242e-01
5.601741016128189976e-01,5.290734767913818359e-01
5.122127524179922453e-01,5.948663949966430664e-01
5.170379248669370043e-01,5.905073285102844238e-01
5.745878369820740517e-01,5.387454032897949219e-01
5.873241916600511203e-01,4.979149103164672852e-01
3.985987847485010782e-01,4.725449681282043457e-01
4.428377697941736635e-01,4.122307300567626953e-01
3.560649822840176171e-01,4.087313711643218994e-01
4.230273786833640415e-01,3.953038156032562256e-01
3.766816282022373841e-01,4.240081608295440674e-01
3.737531624649772510e-01,4.312696158885955811e-01
3.799004692341196865e-01,4.377415478229522705e-01
4.052619710304306011e-01,4.416885972023010254e-01
5.218322063270921518e-01,4.545436501502990723e-01
5.190180372483541582e-01,4.841346144676208496e-01
4.947933238395028077e-01,5.008692145347595215e-01
4.316923010388640236e-01,4.933317303657531738e-01
4.707817582532998202e-01,4.568147063255310059e-01
4.038286291505905901e-01,4.540743231773376465e-01
4.117707023684120671e-01,4.269450008869171143e-01
3.855782329736592295e-01,4.119488894939422607e-01
3.937241867174923193e-01,4.125160872936248779e-01
4.545300090510595581e-01,4.256823062896728516e-01
4.549130573120518939e-01,4.737612009048461914e-01
5.564918957490911922e-01,5.150527358055114746e-01
5.821190600489929423e-01,5.797491073608398438e-01
5.980649884622160073e-01,6.163508892059326172e-01
5.473944995505362066e-01,6.340309977531433105e-01
5.155366228117599370e-01,5.675286650657653809e-01
4.338083337709552900e-01,4.864886105060577393e-01
4.414847444851859315e-01,4.277921915054321289e-01
4.360293958649323898e-01,4.079367220401763916e-01
3.943852538775916017e-01,4.131765365600585938e-01
4.647147680550109961e-01,4.113125801086425781e-01
4.187922241203021478e-01,4.429636001586914062e-01
3.657153271819080231e-01,4.519743919372558594e-01
3.490897970153126195e-01,4.423026442527770996e-01
4.945461959291854726e-01,4.264362454414367676e-01
5.138963113070285083e-01,4.604109525680541992e-01
4.948890859047510027e-01,4.805096685886383057e-01
4.821558203256528508e-01,4.975498914718627930e-01
4.232312592093760983e-01,4.840580821037292480e-01
3.721808111355833226e-01,4.509008824825286865e-01
3.240958979855985689e-01,4.135344028472900391e-01
4.169665666828330508e-01,3.830139935016632080e-01
4.449136442408385683e-01,4.033871889114379883e-01
4.773430042722237587e-01,4.381393194198608398e-01
4.007518866671402336e-01,4.847928285598754883e-01
6.277790305789894276e-01,5.000262856483459473e-01
5.135719559247373667e-01,5.974925756454467773e-01
5.511971802705430967e-01,6.000033617019653320e-01
5.263422906903829634e-01,5.768629312515258789e-01
5.933077761886078605e-01,5.253282785415649414e-01
3.600252070468528132e-01,5.184153318405151367e-01
4.231478535396435703e-01,4.208891987800598145e-01
3.622215563497972468e-01,3.968794345855712891e-01
4.734136704981790622e-01,3.759592175483703613e-01
3.943821647787126849e-01,4.188700914382934570e-01
4.222674603591389797e-01,4.233534336090087891e-01
3.419478004071434540e-01,4.390228390693664551e-01
3.528430521532568420e-01,4.273961484432220459e-01
4.768919958358948108e-01,4.163257181644439697e-01
5.370892656903052398e-01,4.428231120109558105e-01
5.299936055653207134e-01,4.745225310325622559e-01
4.484908207426809845e-01,4.825383722782135010e-01
3.522901034539214216e-01,4.555533230304718018e-01
4.270432072260201828e-01,4.154540300369262695e-01
3.874996524763760775e-01,4.164896011352539062e-01
3.783003160148155075e-01,4.165938496589660645e-01
3.883398873714551947e-01,4.202957749366760254e-01
4.039367476113544519e-01,4.376467168331146240e-01
4.327611292509860874e-01,4.660938382148742676e-01
6.055684096392242033e-01,5.179197192192077637e-01
5.832620266342107840e-01,6.177389621734619141e-01
5.874199537252988712e-01,6.665475368499755859e-01
6.315261075191758167e-01,6.352369785308837891e-01
5.897862034665868336e-01,5.774427652359008789e-01
4.003286801207219803e-01,5.063145756721496582e-01
1.418915788075461037e-01,4.112197160720825195e-01
1.836531065522875039e-01,2.853362560272216797e-01
8.808874363259500129e-02,2.406707406044006348e-01
1.043775620213831523e-01,1.615536510944366455e-01
1.741077910162829312e-01,1.400529295206069946e-01
1.095826936324404421e-01,1.556275486946105957e-01
1.486814181435129889e-01,1.672632992267608643e-01
2.561758809337728593e-01,2.167273610830307007e-01
1.618378902690293941e-01,2.766925394535064697e-01
1.932509367692349933e-01,2.377918213605880737e-01
1.650073057188485848e-01,1.921361684799194336e-01
1.156651293251247381e-01,1.716484576463699341e-01
4.552405017932237286e-02,1.419010907411575317e-01
1.014460071852436585e-01,1.001356169581413269e-01
1.498027610365779694e-01,1.064964085817337036e-01
1.676701089525174382e-01,1.448436230421066284e-01
1.222356426406854268e-01,1.913886666297912598e-01
1.382835113169136321e-01,2.227577269077301025e-01
2.475325822704257384e-01,2.632369697093963623e-01
2.946938548555997350e-01,3.198145627975463867e-01
3.140439702334432148e-01,3.567776679992675781e-01
2.896895146716751412e-01,3.586931824684143066e-01
2.568338589949923367e-01,3.109067082405090332e-01
1.364424083850499514e-01,2.666940689086914062e-01
1.556596925110973473e-01,2.080565392971038818e-01
1.213768731523328093e-01,1.876636594533920288e-01
1.500251761558635266e-01,1.883692443370819092e-01
1.340792477426413498e-01,1.961824297904968262e-01
1.729648244310650895e-01,2.164027541875839233e-01
1.463059011055887204e-01,2.527443766593933105e-01
1.018692137316623558e-01,2.574153840541839600e-01
2.604542828811409194e-01,2.281999588012695312e-01
2.254455252858185155e-01,2.482545375823974609e-01
2.032101915550215132e-01,2.489818334579467773e-01
7.015961373907630971e-02,2.333239912986755371e-01
1.289297199114050052e-01,1.703137457370758057e-01
1.883701605404688451e-01,1.607579439878463745e-01
1.917403674174211758e-02,1.816869080066680908e-01
2.064444780813001756e-02,1.384059488773345947e-01
1.487957148020351283e-01,1.110509335994720459e-01
1.291057985475059233e-01,1.656849682331085205e-01
1.452772311788930182e-01,2.011833637952804565e-01
2.417003635869381384e-01,2.373422980308532715e-01
1.818212709170605734e-01,2.839361429214477539e-01
2.303726379977697469e-01,2.616915106773376465e-01
3.190421322196104192e-01,2.559090554714202881e-01
2.444743743802493263e-01,2.802049219608306885e-01
1.039327317828120378e-01,2.723071575164794922e-01
3.107849709161341067e-01,2.129731923341751099e-01
3.413639607190184222e-01,2.575684785842895508e-01
4.494082831097339081e-01,3.179669082164764404e-01
3.986389430339278839e-01,4.143804311752319336e-01
4.449970499105706523e-01,4.513246417045593262e-01
3.803174975827801063e-01,4.872956871986389160e-01
3.538470092889207663e-01,4.706517755985260010e-01
4.958899539415360103e-01,4.357289671897888184e-01
4.843243677386870338e-01,4.667873084545135498e-01
4.746802010385553494e-01,4.659046828746795654e-01
3.783404743002418691e-01,4.702542722225189209e-01
4.032540567591027525e-01,4.417461752891540527e-01
3.900327135571282078e-01,4.372269213199615479e-01
3.736975586851558617e-01,4.296318888664245605e-01
4.751559222659156312e-01,4.322312474250793457e-01
4.252299061840671968e-01,4.849869012832641602e-01
4.141307739119421960e-01,5.092549324035644531e-01
4.057871178398548828e-01,5.390576124191284180e-01
5.886185240903376581e-01,5.493628382682800293e-01
5.836605203895972593e-01,6.081091761589050293e-01
5.256070851571887914e-01,5.995546579360961914e-01
5.071466302564875406e-01,5.224414467811584473e-01
4.796474720359324984e-01,4.528667032718658447e-01
4.746802010385553494e-01,4.159867465496063232e-01
3.917471634349540821e-01,4.155406355857849121e-01
4.302033553792021792e-01,3.970870673656463623e-01
4.157463726256414027e-01,4.142121672630310059e-01
4.420840296677055470e-01,4.346006214618682861e-01
4.058643453118291333e-01,4.549147486686706543e-01
3.590274281089462782e-01,4.638420939445495605e-01
3.698114722954164435e-01,4.453074336051940918e-01
4.925599053500104851e-01,4.457336068153381348e-01
4.467979945570079714e-01,4.666264355182647705e-01
4.738924808244187048e-01,4.530987441539764404e-01
3.638155313713435923e-01,4.553646147251129150e-01
3.960719018655067813e-01,4.097889661788940430e-01
3.898689913165429566e-01,3.947354257106781006e-01
4.126850756365860740e-01,3.978799581527709961e-01
4.399309277490663916e-01,4.079470038414001465e-01
3.992629410074783891e-01,4.416580200195312500e-01
3.525619441552700906e-01,4.555688500404357910e-01
3.323252573991641867e-01,4.752247333526611328e-01
5.699634559602615447e-01,4.666239023208618164e-01
5.392763476966133673e-01,5.575692653656005859e-01
5.581136726605482323e-01,5.993400216102600098e-01
5.761601883114679801e-01,6.036763191223144531e-01
6.174429057299697376e-01,5.499663949012756348e-01
3.434769043522312160e-01,5.220270156860351562e-01
3.707258455635908945e-01,3.978680968284606934e-01
4.050951596909668773e-01,3.652523756027221680e-01
3.659902569821360530e-01,3.820625543594360352e-01
3.530561999759047609e-01,3.782862126827239990e-01
4.568004967270997696e-01,3.891825079917907715e-01
3.694098894411510514e-01,4.425013363361358643e-01
3.597255644555925613e-01,4.586761891841888428e-01
4.630003181771842335e-01,4.678698182106018066e-01
5.458190591222633614e-01,4.844892323017120361e-01
4.797833923866066108e-01,5.137086510658264160e-01
3.568928607835806233e-01,4.868624210357666016e-01
3.771110129464134708e-01,4.109160602092742920e-01
4.064698086921061382e-01,3.751083910465240479e-01
4.413117549479643742e-01,3.824483156204223633e-01
4.381979432779665729e-01,3.997591137886047363e-01
3.794247480067589606e-01,4.315766096115112305e-01
3.885684806884985854e-01,4.448925852775573730e-01
4.862087180548564369e-01,4.693049192428588867e-01
6.008544447499217789e-01,5.279233455657958984e-01
5.546137236306800666e-01,6.233083009719848633e-01
4.788659300195541313e-01,6.330868005752563477e-01
5.469373129164494252e-01,5.724623799324035645e-01
5.147705262897757095e-01,5.213856101036071777e-01
3.762769562490926312e-01,4.502758085727691650e-01
3.724711864302063802e-01,3.896815180778503418e-01
3.996861475538970865e-01,3.713323771953582764e-01
4.108408836058434765e-01,3.736202716827392578e-01
3.811361087857059182e-01,3.931801915168762207e-01
3.608932438318417368e-01,4.123176932334899902e-01
4.016230125510089621e-01,4.231428802013397217e-01
3.897855856468108726e-01,4.445767998695373535e-01
4.352231410575218007e-01,4.415118694305419922e-01
5.280845424581195324e-01,4.440825283527374268e-01
4.785446637361419064e-01,4.673355221748352051e-01
3.982682511684516591e-01,4.482753872871398926e-01
4.001062650014368671e-01,4.204466342926025391e-01
4.076838245515399528e-01,4.198797643184661865e-01
4.136704981789764979e-01,4.188508987426757812e-01
3.598954648939360901e-01,4.250615835189819336e-01
4.198332504425130729e-01,4.166641533374786377e-01
3.954973294740193879e-01,4.375240206718444824e-01
4.484537515561335397e-01,4.666861891746520996e-01
5.941572783803232838e-01,5.236592292785644531e-01
6.129791578498635651e-01,6.189839839935302734e-01
5.291626379668783464e-01,6.790664196014404297e-01
6.116415780352713050e-01,6.329637169837951660e-01
5.674334839783887752e-01,5.772873759269714355e-01
4.338392247597453455e-01,4.946588277816772461e-01
4.332553850716207577e-01,4.149317145347595215e-01
4.252731535683724751e-01,3.824954330921173096e-01
3.679147655837313735e-01,3.847006559371948242e-01
4.436594700959783921e-01,3.849704563617706299e-01
4.212913051133857500e-01,4.148268103599548340e-01
3.536493069606665429e-01,4.407930672168731689e-01
3.903261779506297380e-01,4.387637674808502197e-01
4.605939101504699096e-01,4.362557530403137207e-01
4.526950843169541550e-01,4.517093598842620850e-01
5.371942950521901849e-01,4.518240094184875488e-01
3.534176245447437914e-01,4.783076643943786621e-01
3.592838233159003636e-01,4.235091507434844971e-01
4.815874261319228467e-01,3.872743546962738037e-01
3.916514013697063312e-01,4.090394079685211182e-01
4.326344761969487251e-01,4.057059288024902344e-01
4.499519645124321343e-01,4.331452548503875732e-01
4.369561255286220636e-01,4.623829424381256104e-01
4.138002403318932210e-01,4.991893768310546875e-01
5.625650641451382938e-01,5.117958188056945801e-01
5.838736682122460664e-01,5.868291854858398438e-01
5.556176807663439909e-01,6.244358420372009277e-01
5.897058868957336664e-01,6.137262582778930664e-01
5.543449720282098703e-01,5.767080783843994141e-01
4.028617412014745547e-01,5.187925696372985840e-01
1.901062341104475806e-01,4.251115620136260986e-01
1.025426372872773051e-01,3.150273263454437256e-01
1.210648741655568905e-01,2.249476462602615356e-01
1.363126662321336724e-01,1.652509868144989014e-01
1.386943614678162184e-01,1.507129371166229248e-01
1.312063857852026061e-01,1.716043949127197266e-01
7.399936364563108881e-02,1.955009400844573975e-01
2.143989076946368755e-01,1.984135061502456665e-01
2.173922445083542598e-01,2.359186410903930664e-01
2.506494830393024564e-01,2.405053675174713135e-01
1.477546884798233151e-01,2.140752971172332764e-01
1.650505531031547513e-01,1.785086840391159058e-01
8.316472001952357473e-02,1.687883585691452026e-01
8.343038252311396619e-02,1.465828716754913330e-01
1.325130746110056990e-01,1.311816424131393433e-01
1.623445024851801755e-01,1.479215025901794434e-01
1.129220095206031615e-01,1.773869991302490234e-01
9.291082698266084350e-02,2.004964351654052734e-01
2.018478989493974751e-01,2.276310622692108154e-01
2.746703159221421942e-01,3.075054883956909180e-01
2.570284722243676434e-01,3.663900494575500488e-01
2.451292633425903311e-01,3.684693574905395508e-01
2.947679932286955129e-01,3.086189925670623779e-01
1.171324512926332773e-01,2.755965888500213623e-01
1.203852724121849960e-01,1.939843893051147461e-01
1.537073820195908880e-01,1.698713302612304688e-01
2.015606127536533343e-01,1.767204701900482178e-01
1.038740389041112877e-01,2.199066877365112305e-01
8.786941761218836078e-02,2.037452310323715210e-01
8.368677773006849563e-02,1.890976428985595703e-01
1.380271161099595467e-01,1.844919770956039429e-01
1.679666624448978851e-01,2.077420800924301147e-01
1.945545364961582813e-01,2.239012718200683594e-01
1.978166249123471943e-01,2.299409955739974976e-01
1.780463920869643779e-01,2.160635888576507568e-01
1.645686536780353038e-01,1.993356645107269287e-01
6.338521989750400820e-02,1.835054457187652588e-01
1.790997748046918581e-01,1.388708055019378662e-01
7.526898328488584866e-02,1.570517271757125854e-01
1.262916294687674856e-01,1.431046426296234131e-01
8.941396705167159453e-02,1.589019596576690674e-01
1.059560915485344701e-01,1.736276745796203613e-01
2.248709528943315661e-01,1.986596584320068359e-01
3.233236232658569520e-01,2.677636742591857910e-01
2.560214259898248024e-01,3.528093397617340088e-01
2.695763918707272389e-01,3.452289700508117676e-01
2.214667659297107072e-01,3.119556605815887451e-01
6.789530426079437575e-02,2.690212726593017578e-01
3.917904108192602486e-01,1.780859082937240601e-01
4.275868886287179649e-01,2.655094265937805176e-01
4.037544907774952563e-01,3.449347019195556641e-01
4.443792301347775364e-01,3.874191641807556152e-01
4.128580651738080753e-01,4.358350634574890137e-01
4.084962575567083753e-01,4.559181928634643555e-01
4.280904117459893854e-01,4.621218740940093994e-01
5.092811975818536396e-01,4.567532539367675781e-01
5.405552346325057655e-01,4.781693220138549805e-01
5.261445883621287400e-01,5.024931430816650391e-01
4.420253367890052409e-01,5.100632905960083008e-01
4.348122909066196584e-01,4.882891178131103516e-01
4.586786688455108951e-01,4.612641930580139160e-01
4.389825743932234126e-01,4.588221907615661621e-01
4.730368004349450040e-01,4.509960114955902100e-01
3.881946997241434438e-01,4.801914095878601074e-01
4.391988113147515804e-01,4.849003255367279053e-01
3.570720285185609022e-01,5.408939123153686523e-01
5.990535001034844598e-01,5.469220876693725586e-01
5.660372112850962090e-01,6.439600586891174316e-01
5.986735409413719289e-01,6.544863581657409668e-01
6.262035901507174707e-01,6.250407695770263672e-01
5.936413988675361963e-01,5.413763523101806641e-01
3.929550010966300633e-01,4.713496863842010498e-01
3.679240328803685678e-01,3.854224979877471924e-01
4.281243918336579135e-01,3.434727787971496582e-01
3.976566095904163767e-01,3.665219545364379883e-01
4.328538022173549216e-01,3.930891454219818115e-01
3.894704975611564812e-01,4.209014475345611572e-01
3.737994989481614461e-01,4.373199343681335449e-01
3.992938319962684446e-01,4.484120905399322510e-01
5.241304958930430580e-01,4.631992876529693604e-01
5.100905414881422573e-01,4.999852180480957031e-01
4.754215847695069108e-01,5.088356137275695801e-01
4.749983782230882134e-01,4.850574135780334473e-01
4.031119582106703625e-01,4.638177752494812012e-01
3.244109860712529603e-01,4.267996549606323242e-01
4.428161461020203582e-01,3.891825675964355469e-01
4.078444576932462873e-01,4.033461213111877441e-01
4.019350115377844368e-01,4.069432914257049561e-01
4.011967169057113480e-01,4.299723505973815918e-01
4.014067756294812384e-01,4.477567970752716064e-01
6.258143636919677455e-01,4.775740802288055420e-01
5.811645284953925739e-01,5.719014406204223633e-01
5.735993253408047110e-01,6.081600189208984375e-01
5.542059625786559529e-01,6.061582565307617188e-01
6.280199802915489293e-01,5.705459117889404297e-01
4.395015430048898608e-01,5.536437034606933594e-01
4.449198224385964018e-01,4.756968617439270020e-01
4.185667199021372298e-01,4.417520165443420410e-01
4.453214052928617939e-01,4.165089726448059082e-01
4.228296763551107063e-01,4.198751449584960938e-01
3.944933723383554636e-01,4.173056483268737793e-01
4.219492831746052275e-01,4.205826818943023682e-01
4.859924811333282690e-01,4.312466979026794434e-01
5.131178583895290579e-01,4.667034149169921875e-01
5.526459676447781355e-01,4.924355149269104004e-01
5.497267692041551967e-01,5.078059434890747070e-01
4.291190816726855317e-01,5.184007287025451660e-01
4.696696826568720340e-01,4.627632796764373779e-01
3.277070545751099573e-01,4.504449963569641113e-01
3.401808358483746630e-01,3.987146317958831787e-01
4.723046840006301927e-01,3.663725554943084717e-01
3.842560986534615530e-01,4.044658541679382324e-01
4.123977894408423772e-01,4.236744046211242676e-01
4.731480079945877826e-01,4.603407979011535645e-01
5.713473722580384440e-01,5.192874670028686523e-01
6.265773711150721681e-01,5.910547971725463867e-01
5.495537796669331954e-01,6.267583370208740234e-01
5.867774211584739774e-01,5.734718441963195801e-01
5.661020823615543485e-01,5.112813711166381836e-01
4.635131085910928483e-01,4.745526313781738281e-01
3.985586264630747166e-01,4.315316975116729736e-01
3.725082556167542691e-01,4.042041897773742676e-01
3.909223740342704367e-01,3.827876746654510498e-01
3.925657746378803381e-01,3.956015110015869141e-01
3.842653659500987473e-01,4.018244743347167969e-01
3.827239056094948744e-01,4.189729988574981689e-01
4.498376678539104390e-01,4.346677958965301514e-01
5.577491589928302851e-01,4.674782156944274902e-01
5.200899545593555828e-01,5.090303421020507812e-01
4.815658024397699855e-01,4.935571551322937012e-01
3.866069029003549318e-01,4.616435170173645020e-01
3.314139732298690966e-01,4.103528559207916260e-01
4.223292423367177584e-01,3.604030013084411621e-01
3.829463207287799875e-01,3.821702599525451660e-01
4.627871703545358706e-01,3.975565433502197266e-01
3.571708796826875698e-01,4.360546767711639404e-01
3.862979930124583738e-01,4.467148780822753906e-01
4.047121114299749856e-01,4.787689149379730225e-01
5.811923303853032685e-01,5.120896100997924805e-01
6.307785455904659777e-01,5.808347463607788086e-01
5.131456602794397526e-01,6.155274510383605957e-01
5.527540861055424415e-01,5.422270298004150391e-01
5.110049147563167082e-01,4.951870739459991455e-01
4.375368761178677346e-01,4.431242048740386963e-01
3.842746332467359416e-01,4.145097732543945312e-01
4.044248252342308447e-01,3.904137611389160156e-01
4.018701404613258532e-01,3.947830498218536377e-01
4.125646007803065451e-01,4.048994183540344238e-01
4.024632474460876352e-01,4.333760142326354980e-01
3.722364149154051560e-01,4.628262519836425781e-01
4.114030996018152031e-01,4.448642134666442871e-01
4.761135429183953605e-01,4.479468464851379395e-01
5.357578640734712572e-01,4.644632935523986816e-01
5.076903116591857668e-01,4.898228049278259277e-01
3.697126211312897759e-01,4.776590764522552490e-01
4.974777507653240782e-01,4.211426079273223877e-01
4.697469101288462845e-01,4.298440515995025635e-01
4.988338651731902829e-01,4.313079714775085449e-01
3.955436659572035829e-01,4.521853625774383545e-01
3.772963588791515832e-01,4.347603917121887207e-01
4.381516067947819337e-01,4.233509898185729980e-01
4.493279665388807409e-01,4.513448774814605713e-01
5.712392537972750262e-01,4.913824200630187988e-01
4.859615901445386577e-01,5.860194563865661621e-01
5.275779302419691952e-01,6.164141297340393066e-01
5.796076226603941173e-01,6.437730789184570312e-01
5.394740500248675907e-01,6.012258529663085938e-01
3.576558682066854900e-01,5.164042711257934570e-01
1.107997985907531735e-01,3.864631354808807373e-01
0.000000000000000000e+00,2.440213263034820557e-01
